Title,description,authors,publisher,publishedDate,categories,Id,User_id,review/helpfulness,review/score,review/time,review/summary,review/text,year,language
"The little prince,","Hello, I am the Little Prince. Bonjour, je suis le Petit Prince. Meet the Little Prince and read about his tiny planet - in both English and French! This classic, beloved tale is re-imagined as a beautiful, padded board book, with original illustrations and a playful, sweet design.",['Antoine de Saint-Exupery'],HMH Books For Young Readers,2015-10-13,['Juvenile Fiction'],B0006AQ74C,A18PONAGYEOMBW,1/2,4.0,1311292800,Philosophical reflections in disguise?,"Interesting book, odd ideas. I never read this growing up. I read it only a few years ago. As a philosopher, I was quite interested by several chapters (10-15) in which the prince encounters oddball characters on small planets by themselves. There is a subtle philosophical humor in these encounters because the characters engage in actions or have thoughts that are not odd in themselves, but are distinctly odd in the context in which they live, because the thoughts or actions depend for their sense on a context quite different from the one they exist in. The scenarios make for reflection by the reader on questions like what does it take for something to be an ""order"" when there is no convention of obedience? a case of ""admiration"" when there is nothing to compare with? what does it take to ""own"" something beyond simply claiming it? can habits continue to make sense when speeded up from once a day to once a minute? can geography make sense without exploration? I know these are not the parts of the book that appeal to most readers, but they are illustrative of points that Wittgenstein tries to make in his Philosophical Investigations--namely that we misunderstand things when we do not appreciate the importance of their context. This little book was published in 1944, well after Wittgenstein was working on his investigations, but before they were published in 1953. So there is no likelihood of interaction between the two men. Likely their thoughts are completely independent. But it is interesting to me that they approach similar issues in quite different ways.",2015,en
Bras & Broomsticks,"It's time to have FUN finding the perfect fit—fashion expert Jené Luciani is here to help. In 2009, The Bra Book helped countless women find the right bra. Now, Luciani, known as ""Dr. Oz's Bra Guru,"" returns with this updated edition of her one-and-only guide to all things underneath. If 85 percent of women are wearing the wrong bra, what else in their undergarment drawers doesn't fit as well as it could? Luciani continues her mission to arm women with the knowledge they need to find the right fashion support. From the best bra for every outfit to important information about bras and breast health from puberty to retirement, from the physics behind bra design to how you can best ensure a proper fit, The Bra Book: Second Edition is still the ultimate resource on bras for women everywhere. Lucky for us, Jene has expanded the book to include new and updated, yet essential, information from the ever-changing world of intimate apparel. In the era of ""smooth is better,"" thanks in part to the ""Spanx movement,"" The Bra Book: Second Edition now features a guide to the often overwhelming world of shapewear and swimsuits. Luciani eliminates confusion with her friendly guidance on finding the perfect fit and even tackles the uncomfortable questions, such as, ""What really causes sagging?"" Discover new ways to best flatter your figure—and have fun shopping for that perfect fit. The Bra Book: Second Edition doesn't just tell women how bras and shapewear work; it shows them how to make those garments work for them!",['Jené Luciani'],"BenBella Books, Inc.",2017-04-18,['Health & Fitness'],B00083FZ9A,ADQ3WTFQIWKJ,16/16,5.0,1113955200,Magical YA Debut,"High School gets crazy for Rachel when she discovers her mother and younger sister are witches. But just because Rachel didn't inherit the magic doesn't mean she's not going to take advantage. Goody-to-shoes Miri doesn't want to use her powers but when Rachel talks her into using magic to break up their dad and soon to be step mom all bets are off. Soon Miri is cooking up clear skin concoctions and potions to help Rachel dance so she can be in the schools Fashion Show. But soon the Fashion Show and being part of the A-List take over Rachel's life and she starts to forget what's really important.This is Sarah Mlynowski first teen novel and she doesn't disappoint. Despite the supernatural aspect, Rachel is your typical freshmen just trying to fit in. The book is filled with humor and laugh out loud moments that keep you entertained. I can't wait to read the next book in the series.",2017,en
Dune,"Immerse yourself in the world of Denis Villeneuve’s Dune and discover the incredible creative journey that brought Frank Herbert’s iconic novel to the big screen. Frank Herbert’s science fiction classic Dune has been brought to life like never before in the breathtaking film adaptation from acclaimed director Denis Villeneuve (Blade Runner 2049, Arrival). Now fans can be part of this creative journey with The Art and Soul of Dune, the official companion to the hugely anticipated movie event. Written by Dune executive producer Tanya Lapointe, this visually dazzling exploration of the filmmaking process gives unparalleled insight into the project’s genesis—from its striking environmental and creature designs to its intricate costume concepts and landmark digital effects. The Art and Soul of Dune also features exclusive interviews with key members of the cast and crew, including Denis Villeneuve, Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, and many more, delivering a uniquely candid account of the hugely ambitious international shoot. Showcasing Villeneuve’s visionary approach to realizing Herbert’s science fiction classic, The Art and Soul of Dune is an essential companion to the director’s latest masterpiece.",['Tanya Lapointe'],Simon and Schuster,2021-10-22,['Art'],1556909330,A28WG4VKHBAA9Q,0/2,4.0,975542400,A great book if the movie got you interested,"Ok, I admit it I love science fiction. I love this series, but I would have never gotten into it if I hadn't seen the movie first. This book is a great way to dive further into the Dune unverse but beware it is long and sometimes a bit slow. The following books aren't much better especially if the first one didn't do it for you. I highly recommend this book to anyone who really liked the movie. If you are a science fiction fan who hasn't seen the movie I suggest reading Dune : House Atreides by Brian Herbert, first. Then decide if you want to pursue the series.",2021,en
One Flew Over the Cuckoo's Nest,"The inspiration for the new Netflix original series Ratched Part of the Penguin Orange Collection, a limited-run series of twelve influential and beloved American classics in a bold series design offering a modern take on the iconic Penguin paperback Winner of the 2016 AIGA + Design Observer 50 Books | 50 Covers competition For the seventieth anniversary of Penguin Classics, the Penguin Orange Collection celebrates the heritage of Penguin’s iconic book design with twelve influential American literary classics representing the breadth and diversity of the Penguin Classics library. These collectible editions are dressed in the iconic orange and white tri-band cover design, first created in 1935, while french flaps, high-quality paper, and striking cover illustrations provide the cutting-edge design treatment that is the signature of Penguin Classics Deluxe Editions today. One Flew Over the Cuckoo’s Nest Boisterous, ribald, and ultimately shattering, Ken Kesey’s One Flew Over the Cuckoo’s Nest is a seminal novel of the 1960s. Here is the unforgettable story of a mental ward and its inhabitants—a counterculture classic that inspired the 1975 film adaptation, widely considered one of the greatest movies ever made.",['Ken Kesey'],Penguin,2016-10-18,['Fiction'],B000U2EWEI,A1ARA52HB238HT,24/31,4.0,1114473600,"""We need a good strong wolf like the nurse to teach us...""","ONE FLEW OVER THE CUCKOO'S NEST is more than a social commentary: it is an allegory-like hyperbole of the psychopathic obsession of the 1960s. The decade marked a drastic proliferation of books that looked at psychiatry and mental illness but garnered little diagnostic or therapeutic value. Despite the prestige of these publications that usually attuned to academic standard in intellectual circles, none of such literature had the widespread impact of this novel written by Kesey who worked the graveyard shift at a mental hospital in Menlo Park, California. He participated in government-sponsored drug experiments during his employment with this hospital and became sympathetic to the patients and began to seriously question the boundaries that had been created between the sane and the insane.ONE FLEW OVER THE CUCKOO'S NEST is an unforgettable story of a mental ward in which the despotic Nurse Ratched reigns over the doctor and all the inhabitants. She exercises a somewhat cultic tactics to render her patients completely submissive. In what she embellishes a Therapeutic Community, an outwardly democratic entity run by patients, she imperceptibly manipulates them into grilling each other as if they are criminals. She has over the years has welded an insurmountable power over the ward that even the doctor is rendered frightened, desperate and ineffectual. She has no need to accuse or to enforce obedience because all it takes to maintain that tight grip of power is insinuation, which allows her to force the trembling libido out of everyone without an effort.The Nurse's unchallenged tyranny begins to whittle as McMurphy, a 35-year-old Korean veteran who has history of insubordination and street brawls, resolves to oppose her every step of the way and raises the racket in her ward. His defiance is justifiable: he is surprised at how sane everyone is in the ward. Nobody and nothing in life have got much of a hold on this boisterous personality, who knows that there is no better way in the world to aggravate somebody (like the Nurse) who is trying to make it difficult for him than by acting like he is not bothered. McMurphy's fun-loving arrival at the ward brings about a different shade of opinion among the staff and the patients. The latter come following him as if he is their Savior, for he is utterly different and has not let what he looks like run his life one way or the other.ONE FLEW OVER THE CUCKOO'S NEST is narrated by a patient in the ward, a Columbia Indian whom everyone thinks deaf, mute, and unintelligible, but who throughout the years of his commitment has overheard all the trickery of staff meetings. He epitomizes the mishap of the erroneous boundary with which the sane separates them from the insane. McMurphy's arrival and his friendship with the Indian Chief spur him on to recover his own identity and rebuild his self-esteem. The novel examines the notion of madness in the sense of its own and in the sense of the term being patronized by mental institution. The narrator's seamless observation and eagle-eyed description of the ward illustrate salient flaws of such a mindless system that targets only at reducing patients' mental capability. Kesey considers whether madness really means the common practice that confines to a mindless system or the attempt to escape from such a system altogether. Like its audacious protagonist, the novel itself is a literary outlaw.",2016,en
Music Publishing: The Real Road to Music Business Success,"Music publishing is the industry responsible for connecting songwriters with appropriate recording artists, promoting songs, handling copyright registration, and supervising the very profitable process of royalty collection and payment. Long overshadowed by the more glamorous recording industry, music publishers are at the pivotal center of the music industry and the incubators of every hit record. Music Publishing: The Real Road to Music Business, now in it?s sixth edition, provides a completely updated introduction to the lucrative music publishing business and includes advice on how to break in. Detailed chapters cover acquisitions, copyright, contract fundamentals, licensing, marketing, and the basics of running your own music publishing business. The new edition takes into account the rapidly changing nature of the business with updated copyright laws and international treaties, revised sample contracts, new material on marketing, sales, and distribution channels, and updated royalty scales and business models.",['Tim Whitsett'],Artistpro.Com Llc,2012-05-31,['Music'],0918371163,A2G8OUYBP96M85,6/6,5.0,1184457600,Excellent Book,I have to rate this publication highly because it really explains in simple clear language the whole business of music publishing. I have to acknowledge the fact that it assisted me in landing a deal with an independent film company in Germany. I would say buy this book you will make back the cost believe me. It is my second bible.,2012,en
The Broken Road,"A broken man. A twist of fate. A second chance. From the #1 New York Times bestselling author of The Mistletoe Promise and The Walk comes the first novel in a riveting new trilogy that explores the tantalizing question: What if you could start over? Chicago celebrity, Charles James can’t shake the nightmare that wakes him each night. He sees himself walking down a long, broken highway the sides of which are lit in flames. Where is he going? Why is he walking? What is the wailing he hears around him? By day, he wonders why he’s so haunted and unhappy when he has all he ever wanted-fame, fans and fortune and the lavish lifestyle it affords him. Coming from a childhood of poverty and pain, this is what he’s dreamed of. But now, at the pinnacle of his career, he’s started to wonder if he’s wanted the wrong things. His wealth has come legally, but questionably, from the power of his personality, seducing people out of their hard-earned money. When he learns that one of his customers has committed suicide because of financial ruin, Charles is shaken. The cracks in his façade start to break down spurring him to question everything: his choices, his relationships, his future and the type of man he's become. Then a twist of fate changes everything. Charles is granted something very remarkable: a second chance. The question is: What will he do with it? The Broken Road is the first book in a much-anticipated new trilogy by beloved storyteller Richard Paul Evans. It is an engrossing, contemplative story of redemption and grace and the power of second chances. It is an epic journey you won't soon forget.",['Richard Paul Evans'],Simon and Schuster,2017-05-02,['Fiction'],B000J1Q5F4,AT808PSGDPURW,1/1,4.0,1312588800,Very Pleasant Surprise,"I have been trying out various free books on my Kindle, and have been reading a lot of Pre-WWII popular fiction just to see what was popular then. I have landed on some clunkers, but this book is very well written, in a style not unlike A. J. Cronin. Definitely worth trying.",2017,en
Voodoo Love,"The Love Spells in This Book Will Give You Success and Luck in Love. Learn the Correct Way to Cast A Magical Spell and Find out Instantly if it's Going to Work, in Your Favor. This Book Will Teach You that You Don't Need a Voodoo Doll Nor Pins to Whip Your Lover into Shape All You Need is a Simple Candle and the Power of Your Imagination, to Manifest Your One and True Dream Lover.",['Timeka Willis'],Timeka Willis,2020-09-08,"['Body, Mind & Spirit']",0965554511,A3BTHOUKFJA5XE,0/0,4.0,949017600,A Must Read Book,"Voodoo Love was a powerful filled book, that I feel will touch ever woman like it did me. The characters were so real and anyone could relate to them all. I couldn't and didn't want to put the book down at all, because I enjoyed it that much. I rated the book with four stars because even though it was a good book, there was to many grammatical errors and language. I still will suggest it to my friends to read.",2020,en
Schindlers List,"In remembrance of the 75th anniversary of the liberation of Auschwitz and the Nazi concentration camps, this award-winning, bestselling work of Holocaust fiction, inspiration for the classic film and “masterful account of the growth of the human soul” (Los Angeles Times Book Review), returns with an all-new introduction and beautifully redesigned cover. An “extraordinary” (New York Review of Books) novel based on the true story of how German war profiteer and factory director Oskar Schindler came to save more Jews from the gas chambers than any other single person during World War II. In this milestone of Holocaust literature, Thomas Keneally, author of The Book of Science and Antiquities and The Daughter of Mars, uses the actual testimony of the Schindlerjuden—Schindler’s Jews—to brilliantly portray the courage and cunning of a good man in the midst of unspeakable evil. “Astounding…in this case the truth is far more powerful than anything the imagination could invent” (Newsweek).",['Thomas Keneally'],Simon and Schuster,2013-08-06,['Fiction'],B000JGV0C2,APM09VAMJ4VBY,0/1,5.0,1005350400,Undoubtable Genius,"To anyone who has read this book it can come as no shock to learn that Keneally not only picked up the Los Angeles Times Award for Fiction but also the Booker Prize. Keneally confronts the Holocaust head on in cold factual style, with this account of the life of Oskar Schindler and the lives he saved.The story, based heavily upon fact is so powerful and emotive that legendary Hollywood producer Steven Speilberg set about adapting it for film. This however, far surpases the film in terms of it's effectiveness in outlining the true horrors of the Holocaust. A tale that will disgust you, and a tale which will warm your heart. Two extremes of humanity meet each other - unparalled evil and raw, human compassion. This will always remain as one of the 20th Century's most influential books, it's implicit message will hopefully serve as a stark warning to future generations. The man, Oskar Schindler has been immortalised through this - hopefully he'll serve as inspiration for others in his position.",2013,en
"Eyes Behind the Lines: L Company Rangers in Vietnam, 1969","In mid-December 1968, after recovering from wounds susatined in a murderous mission, Gary Linderer returned to Phu Bai to comlpete his tour of duty as a LRP. His job was to find the enmy, observe him, or kill him--all the while behind enemy lines, where success could be as dangerous as discovery.",['Gary Linderer'],Presidio Press,2011-08-03,['History'],0804108196,A1WK4D6O0U4YBZ,6/8,5.0,937267200,AN AMAZING BOOK,GARY LINDERER IS AN AMAZING INDIVIDUAL. GARY HAS THE ABILITY TO LET THE READER UNDERSTAND WHAT 'NAM WAS REALLY ABOUT--YOUR TEAMMATES! THANKS FOR THE EXCELLENT WORK.,2011,en
Tom Stoppard: A Life,"A NEW YORK TIMES CRITICS' TOP BOOK OF THE YEAR • One of our most brilliant biographers takes on one of our greatest living playwrights, drawing on a wealth of new materials and on many conversations with him. “An extraordinary record of a vital and evolving artistic life, replete with textured illuminations of the plays and their performances, and shaped by the arc of Stoppard’s exhilarating engagement with the world around him, and of his eventual awakening to his own past.” —Harper's Tom Stoppard is a towering and beloved literary figure. Known for his dizzying narrative inventiveness and intense attention to language, he deftly deploys art, science, history, politics, and philosophy in works that span a remarkable spectrum of literary genres: theater, radio, film, TV, journalism, and fiction. His most acclaimed creations—Rosencrantz and Guildenstern are Dead, The Real Thing, Arcadia, The Coast of Utopia, Shakespeare in Love—remain as fresh and moving as when they entranced their first audiences. Born in Czechoslovakia, Stoppard escaped the Nazis with his mother and spent his early years in Singapore and India before arriving in England at age eight. Skipping university, he embarked on a brilliant career, becoming close friends over the years with an astonishing array of writers, actors, directors, musicians, and political figures, from Peter O'Toole, Harold Pinter, and Stephen Spielberg to Mick Jagger and Václav Havel. Having long described himself as a ""bounced Czech,"" Stoppard only learned late in life of his mother's Jewish family and of the relatives he lost to the Holocaust. Lee's absorbing biography seamlessly weaves Stoppard's life and work together into a vivid, insightful, and always riveting portrait of a remarkable man.",['Hermione Lee'],Vintage,2021-02-23,['Biography & Autobiography'],0312237782,AHGUDNZ3P7KM0,0/0,5.0,1360713600,An exemplary biography,"This is the fullest, most up-to-date, and most informative book yet on Tom Stoppard's life and career, and also a helpful vade mecum to his works, unpacking their sources in Stoppard's reading and his own life. One reviewer here finds the amount of detail to be a disadvantage; I don't understand this objection, and think it's a clear advantage. After all, biographies aren't read for what they leave out! Stoppard has been notoriously elusive, even evasive, but Ira Nadel has answered a great many questions I had about his life, and not a few that I hadn't thought to ask. Essential reading for anyone seriously interested in the playwright.",2021,en
Hannibal (Hannibal Lecter),"You remember Hannibal Lecter: gentleman, genius, cannibal. Seven years have passed since Dr. Lecter escaped from custody. And for seven years he's been at large, free to savor the scents, the essences, of an unguarded world. But intruders have entered Dr. Lecter's world, piercing his new identity, sensing the evil that surrounds him. For the multimillionaire Hannibal left maimed, for a corrupt Italian policeman, and for FBI agent Clarice Starling, who once stood before Lecter and who has never been the same, the final hunt for Hannibal Lecter has begun. All of them, in their separate ways, want to find Dr. Lecter. And all three will get their wish. But only one will live long enough to savor the reward.... From the Paperback edition.",['Thomas Harris'],Delta,2012-01-27,['Fiction'],1856867323,A2887J6P8VPB5H,0/0,2.0,992822400,"&quot;...not with a bang, but a whimper.&quot;","Having just rewatched SILENCE OF THE LAMBS, and desperately needing some low-brow entertainment, I bought HANNIBAL. Although Harris can be compelling in parts, he allows minor characters to take up loads of space with their banal babbling, while Starling's major nemeses are two-dimensional caricatures. I guess the goal is to make us feel 'alright' with their gruesome ends -we become participatory in their deaths- but they are so ludicrous that they are not particularly interesting (Krendler, Verger, etc). Basically, everyone in the the book is crazy as hell, which sort of takes away from Lecter's monstrosity, making him less interesting. Starling's boring Elektra complex compounds the dullness. Mind-numbing lists of Lecter's effete purchases give the novel a feel of bland inertia. Then some icky guy dies an icky death, and it hardly seems notable.Grammatical errors and typos abound. Apparently Dell editors are either cowards or clueless. Either way they should be fired. Harris' style at the beginning of each chapter is particularly annoying: each introductory being short, hapless fragments in the style of a screenplay. Incomplete sentences simply denote bad writing. He tries to engage the reader as the observer (&quot;Now we are walking up the steps where blah blah blah&quot;) but it all falls flat and the tense gets all screwed up. The narrative is disrupted with such attempts at flair, and the scenes are subsequently poorly constructed. I got the feeling like he was writing this novel in order to make a bundle of the movie, and the fluidity of the prose suffered as a consequence. This makes the flow of the narrative very tedious.The conclusion of the book elevates Starling and Lecter to a mythic inhumanity. It is so melodramatic that you feel as if you have lost all touch with the characters. Harris adores his creations too much, and it kills the story in the end. I give this book two stars because I'm not one of the die-hard fans who has had his hopes and dreams crushed by this silly book; plus the movie managed to be even dumber.",2012,en
When I Say No I Feel Guilty,"The best-seller that helps you say: ""I just said 'no' and I don't feel guilty!"" Are you letting your kids get away with murder? Are you allowing your mother-in-law to impose her will on you? Are you embarrassed by praise or crushed by criticism? Are you having trouble coping with people? Learn the answers in When I Say No, I Feel Guilty, the best-seller with revolutionary new techniques for getting your own way.",['Manuel J. Smith'],Bantam,2011-01-12,['Self-Help'],0385271239,A2EPGG4GHZB9CE,3/3,5.0,1246320000,Life changing,"An amazing, life changing book. If you have any trouble saying ""no"" to people, this book will transform your life. It's a bit more verbose than necessary. I wish the editor had been more generous with the red pen, but if you make the investment to get through it you will be more than rewarded with a new way of thinking and the skills you need survive and thrive.",2011,en
The Awakening,"The Awakening, originally titled A Solitary Soul, is a novel by Kate Chopin, first published in 1899. Set in New Orleans and on the Louisiana Gulf coast at the end of the 19th century, the plot centers on Edna Pontellier and her struggle between her increasingly unorthodox views on femininity and motherhood with the prevailing social attitudes of the turn-of-the-century American South.",['Kate Chopin'],Lulu.com,2016-07-04,['Fiction'],093949583X,A2ODBHT4URXVXQ,3/3,4.0,1050624000,A classic with a dated style of writing,"The Awakening, reviled in its own time, is now considered one of the pivotal books of feminist literature. The story concerns 28yo Edna Pontellier, a well-to-do wife and mother in New Orleans' Creole society. Her frustration with the limits placed on her sexual, creative, and artistic leanings lead her to rebel in a way society cannot understand or condone.The writing style, popular when the book was written a century ago, is more 'telling' than 'showing,' and modern readers may find the reading a bit of a slog these days. But the story, even though the outcome quickly becomes predictable, is compelling enough to keep one reading and reading.A classic.",2016,en
A Streetcar Named Desire,"A Streetcar Named Desire shows a turbulent confrontation between traditional values in the American South - an old-world graciousness and beauty running decoratively to seed - set against the rough-edged, aggressive materialism of the new world. Through the vividly characterised figures of Southern belle Blanche Dubois, seeking refuge from physical ugliness in decayed gentility, and her brutal brother-in-law Stanley Kowalski, Tennessee Williams dramatises his sense of the South's past as still active and often destructive in modern America. This revised edition features a new production history of the play that considers both stage and screen presentations, an updated bibliography and extensive notes on the language of the play. Commentary and notes by Patricia Hern and Michael Hooper.",['Tennessee Williams'],Bloomsbury Publishing,2015-01-30,['Drama'],B0006EML7K,A1VMB1NM6I6BHR,0/5,4.0,1268611200,odered the book,"These folks did a great job. I ordered it, they confirmed it and I had it within a week. The book is in excellent condition. No issues!",2015,en
A+ All-In-One Certification Exam Guide,"This bestselling on-the-job reference and test preparation guide has been fully revised for the new 2019 CompTIA A+ exam objectives Written by the leading authority on CompTIA A+ certification and training, this effective self-study guide has been thoroughly updated to cover 100% of the topics covered on the Core 1 and Core 2 exams. The book includes a valuable pre-assessment that allows readers to tailor a course for study and chapter elements like “Try This!” sections that give readers a better understanding of challenging topics. CompTIA A+ Certification All-in-One Exam Guide, Tenth Edition (Exams 220-1001 & 220-1002) enables readers to take the test with complete confidence. It also serves as a practical reference for IT support and technical personnel. Online content includes practice exams with hundreds of accurate questions, free access to a segment of Mike Meyers training videos and TotalSim lab-based simulations, and a list of Mike’s favorite PC tools and shareware. •Written with the “in the trenches” voice and clarity Mike Meyers is known for•Online content includes hundreds of accurate practice questions, and free access to a segment of Mike Meyers training videos and TotalSim lab simulations•Includes a 10% discount voucher coupon for any CompTIA exam, a $37 value",['Mike Meyers'],McGraw-Hill Education,2019-03-29,['Computers'],B00007FY5I,A1L6QKYHK8KR08,4/4,5.0,997315200,Ease of Use,"The easy way the author wrote the book helped me considerably. I work in a new and used computer store and was just learning. I pretty much knew the basics but this book opened up the door all the way. How Mr. Meyers goes in depth without losing you was very refreshing and useful. Going from the begining to modern technology helps considerably. I am a Windows generation person so the older technology was beyong me. Now I actually understand the not only the evolution of everthing, but the relation from old to new. This certainly helped me for the A+ test.",2019,en
Master and Commander,"In this, the first of Patrick O’Brian’s much lauded Aubrey–Maturin novels, discover a vibrant world conjured by a master storyteller, rich with detail and character.",['Patrick O’Brian'],HarperCollins UK,2011-12-19,['Fiction'],0006499155,A2QL4PO0QMC4X4,2/2,4.0,1298419200,very good,"i have read some of the negative reviews, and i will try to address the concerns that you might have after reading them about buying this book.the most common problem that people have with these books is that they simply don't understand o'brian's writing. i did as well. however, it wasn't all that bad. with a mediocre understanding of sailing in general, i was able to understand a surprisingly un-general amount of the part of the novel that takes place at sea. for the rest of the book i had next to no trouble at all understanding. a related complaint is that some people felt that the writing style of the author is stuffy and impersonal. i think that that is just their way of saying that they don't understand what was going on, and felt far too indignant that this book was not written for children to admit it. i will admit that the writing of these books are not for everyone, but then again, it's always like that. if you feel cautious about buying the first book, you should rent it from a library, and be reassured that the author gets better every book, and that you'll get used to it, posibly to the point of asking someone to pass the lemonade ""if you please""many people also complained that the plot itself was terrible. they accused of just being a set-up to the second book. i really don't understand that one. isn't that how it usually works in a series of books, one leading to the next? they also decided that the plot seems to lag a bit. certainly the manner of o'brian's writing is encompassing, and his characters have a lot to say, but the plot does not lag at all. O'brian's writing is so entertaining and just plain funny that you'll find you don't mind ten page conversations anymore, you'll positively pray for them. of course you probably won't believe that until you try it, but it is true nonetheless. i think this complaint also stems from people not understanding the author's writing.some people felt that the inter-character relationships were very unbelievable. i have no idea where that one came from. to tell you the truth i was very surprised the first time i read this book that the author, who i then thought to be just another naval writer, was very good at that type of thing.some also thought that the battles were portrayed unrealisticaly, or that there were perhaps minor historical innacuracies to be found which absolutely ruined the entire book for them (i found none) or that none of the characters are easily related to. the battles, i felt were more than enough, especialy with stephen's medical diagnosis of injuries in archaic 18 century-ish which always makes every thing sound more horrifying. as to the historical innaccuracies, the author warns you in his preface that this is a novel, not a history book, and although he has tried to keep within the boundaries of historical records, he has found it neccesary to stray from them in small ways for short times. the only viable complaint i have found is the third and final one, that the characters can be hard to relate to at times. certainly it would help if you are a doctor or an intelligence agent (read the book) or a captain in the royal navy, or play the cello, but i find that even though some of their actions seem to make less sense to me as it does to them, i am fine with it, because the characters feel real, tehy are developed beautifuly, and because this is otherwise such a good book. every one should read it, and the whole aubrey/maturin series.",2011,en
